Timestamp,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-4 Output Current,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-4 Input Voltage,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-3 Output Current,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-3 Input Voltage,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-2 Output Current,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-2 Input Voltage,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Output Current,SparkMax\\?\usb#vid_0483&pid_a3b1&mi_00#6&d987515&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Input Voltage
1648914318447,,,0,,,,,
1648914318456,,,,12.359375,,,,
1648914318463,,,,,0,,,
1648914318471,,,,,,12.375,,
1648914318478,,,,,,,0,
1648914318485,,,,,,,,12.3125
1648914318549,0,,,,,,,
1648914318556,,12.3515625,,,,,,
1648914318564,,,0,,,,,
1648914318572,,,,12.3671875,,,,
1648914318581,,,,,0,,,
1648914318588,,,,,,12.375,,
1648914318597,,,,,,,0,
1648914318605,,,,,,,,12.3125
1648914318675,0,,,,,,,
1648914318680,,12.3515625,,,,,,
1648914318689,,,0,,,,,
1648914318699,,,,12.375,,,,
1648914318708,,,,,0,,,
1648914318717,,,,,,12.375,,
1648914318728,,,,,,,0,
1648914318735,,,,,,,,12.3125
1648914318787,0,,,,,,,
1648914318794,,12.359375,,,,,,
1648914318809,,,0,,,,,
1648914318814,,,,12.3671875,,,,
1648914318833,,,,,0,,,
1648914318839,,,,,,12.3671875,,
1648914318848,,,,,,,0,
1648914318855,,,,,,,,12.3125
1648914318915,0,,,,,,,
1648914318920,,12.3515625,,,,,,
1648914318931,,,0.03125,,,,,
1648914318937,,,,12.203125,,,,
1648914318946,,,,,0.40625,,,
1648914318953,,,,,,12.3359375,,
1648914318962,,,,,,,0.65625,
1648914318969,,,,,,,,12.03125
1648914319033,0.34375,,,,,,,
1648914319039,,12.1484375,,,,,,
1648914319048,,,30.71875,,,,,
1648914319055,,,,11.6015625,,,,
1648914319065,,,,,0.03125,,,
1648914319073,,,,,,12.09375,,
1648914319080,,,,,,,31.34375,
1648914319088,,,,,,,,11.4765625
1648914319152,2.125,,,,,,,
1648914319160,,11.859375,,,,,,
1648914319170,,,35.90625,,,,,
1648914319177,,,,11.1953125,,,,
1648914319184,,,,,18.875,,,
1648914319192,,,,,,11.7265625,,
1648914319202,,,,,,,35.90625,
1648914319218,,,,,,,,11.015625
1648914319271,28.6875,,,,,,,
1648914319278,,11.4609375,,,,,,
1648914319286,,,39.90625,,,,,
1648914319292,,,,10.7109375,,,,
1648914319302,,,,,31.15625,,,
1648914319310,,,,,,11.296875,,
1648914319327,,,,,,,43.9375,
1648914319332,,,,,,,,10.3359375
1648914319402,31.34375,,,,,,,
1648914319408,,10.78125,,,,,,
1648914319418,,,52.625,,,,,
1648914319426,,,,9.78125,,,,
1648914319436,,,,,36.03125,,,
1648914319444,,,,,,10.6640625,,
1648914319453,,,,,,,57.5,
1648914319461,,,,,,,,9.453125
1648914319532,39.1875,,,,,,,
1648914319538,,10.1875,,,,,,
1648914319547,,,62.5625,,,,,
1648914319554,,,,9.0546875,,,,
1648914319567,,,,,42.75,,,
1648914319575,,,,,,9.8828125,,
1648914319583,,,,,,,62.625,
1648914319589,,,,,,,,8.953125
1648914319649,46.46875,,,,,,,
1648914319654,,9.4609375,,,,,,
1648914319665,,,72.46875,,,,,
1648914319670,,,,8.2265625,,,,
1648914319682,,,,,48.65625,,,
1648914319688,,,,,,9.125,,
1648914319698,,,,,,,74.34375,
1648914319703,,,,,,,,8.1640625
1648914319761,49.59375,,,,,,,
1648914319767,,8.9609375,,,,,,
1648914319787,,,79.4375,,,,,
1648914319793,,,,7.6640625,,,,
1648914319805,,,,,50.90625,,,
1648914319813,,,,,,8.5390625,,
1648914319822,,,,,,,83,
1648914319832,,,,,,,,7.5859375
1648914319881,54.25,,,,,,,
1648914319888,,8.2578125,,,,,,
1648914319904,,,88.84375,,,,,
1648914319910,,,,6.875,,,,
1648914319921,,,,,55.625,,,
1648914319929,,,,,,7.6875,,
1648914319952,,,,,,,92.46875,
1648914319958,,,,,,,,6.7109375
1648914319995,57,,,,,,,
1648914320000,,7.609375,,,,,,
1648914320021,,,93.0625,,,,,
1648914320026,,,,6.4609375,,,,
1648914320035,,,,,59.15625,,,
1648914320043,,,,,,7.1953125,,
1648914320071,,,,,,,97.4375,
1648914320077,,,,,,,,6.2265625
1648914320112,59.40625,,,,,,,
1648914320119,,6.96875,,,,,,
1648914320140,,,98.625,,,,,
1648914320146,,,,5.765625,,,,
1648914320155,,,,,61,,,
1648914320164,,,,,,6.4921875,,
1648914320187,,,,,,,99.78125,
1648914320194,,,,,,,,5.671875
1648914320230,62.78125,,,,,,,
1648914320238,,6.4375,,,,,,
1648914320257,,,95.84375,,,,,
1648914320270,,,,5.5859375,,,,
1648914320289,,,,,66.375,,,
1648914320298,,,,,,6.2734375,,
1648914320308,,,,,,,98,
1648914320315,,,,,,,,5.7109375
1648914320350,67.8125,,,,,,,
1648914320355,,6.2421875,,,,,,
1648914320379,,,0,,,,,
1648914320389,,,,8.71875,,,,
1648914320412,,,,,71.71875,,,
1648914320418,,,,,,6.375,,
1648914320428,,,,,,,105.1875,
1648914320436,,,,,,,,6.0546875
1648914320469,78.25,,,,,,,
1648914320476,,6.7109375,,,,,,
1648914320502,,,46.59375,,,,,
1648914320510,,,,7.734375,,,,
1648914320529,,,,,83.0625,,,
1648914320534,,,,,,6.671875,,
1648914320544,,,,,,,0,
1648914320554,,,,,,,,7.59375
1648914320588,84.625,,,,,,,
1648914320593,,6.4453125,,,,,,
1648914320620,,,30.59375,,,,,
1648914320626,,,,7.703125,,,,
1648914320646,,,,,91.75,,,
1648914320653,,,,,,6.4140625,,
1648914320664,,,,,,,41.5,
1648914320672,,,,,,,,7.390625
1648914320702,89.5,,,,,,,
1648914320708,,6.3515625,,,,,,
1648914320737,,,80.96875,,,,,
1648914320743,,,,7.2421875,,,,
1648914320763,,,,,65.96875,,,
1648914320769,,,,,,8.1953125,,
1648914320780,,,,,,,38.46875,
1648914320788,,,,,,,,7.765625
1648914320815,62.25,,,,,,,
1648914320820,,7.5546875,,,,,,
1648914320854,,,91.6875,,,,,
1648914320860,,,,8,,,,
1648914320879,,,,,63.78125,,,
1648914320884,,,,,,7.015625,,
1648914320895,,,,,,,16.5625,
1648914320903,,,,,,,,7.84375
1648914320928,97.65625,,,,,,,
1648914320934,,7.21875,,,,,,
1648914320969,,,0,,,,,
1648914320975,,,,9.2421875,,,,
1648914320990,,,,,98.15625,,,
1648914320999,,,,,,6.5390625,,
1648914321010,,,,,,,58.09375,
1648914321017,,,,,,,,7.0625
1648914321043,101.65625,,,,,,,
1648914321051,,6.9765625,,,,,,
1648914321087,,,73.15625,,,,,
1648914321093,,,,7.5234375,,,,
1648914321112,,,,,105.1875,,,
1648914321119,,,,,,6.578125,,
1648914321130,,,,,,,83.78125,
1648914321140,,,,,,,,7.1015625
1648914321170,104.15625,,,,,,,
1648914321177,,7.375,,,,,,
1648914321210,,,47.25,,,,,
1648914321220,,,,7.8515625,,,,
1648914321231,,,,,93.6875,,,
1648914321240,,,,,,7.0390625,,
1648914321253,,,,,,,49.90625,
1648914321260,,,,,,,,8.2109375
1648914321287,34.28125,,,,,,,
1648914321294,,6.859375,,,,,,
1648914321328,,,79.375,,,,,
1648914321335,,,,8.0234375,,,,
1648914321355,,,,,97.53125,,,
1648914321361,,,,,,6.21875,,
1648914321372,,,,,,,75.1875,
1648914321381,,,,,,,,8.1484375
1648914321404,0,,,,,,,
1648914321409,,10.5625,,,,,,
1648914321445,,,68.84375,,,,,
1648914321451,,,,7.40625,,,,
1648914321474,,,,,89.25,,,
1648914321480,,,,,,6.578125,,
1648914321492,,,,,,,86.125,
1648914321500,,,,,,,,6.5859375
1648914321528,77.46875,,,,,,,
1648914321539,,6.53125,,,,,,
1648914321563,,,89.3125,,,,,
1648914321572,,,,6.8515625,,,,
1648914321595,,,,,53.3125,,,
1648914321600,,,,,,8.2421875,,
1648914321612,,,,,,,65.90625,
1648914321620,,,,,,,,8.6953125
1648914321651,42.3125,,,,,,,
1648914321657,,9.8203125,,,,,,
1648914321679,,,39.6875,,,,,
1648914321686,,,,10.8125,,,,
1648914321713,,,,,1.875,,,
1648914321719,,,,,,11.5859375,,
1648914321731,,,,,,,1,
1648914321739,,,,,,,,11.7265625
1648914321769,0,,,,,,,
1648914321778,,11.84375,,,,,,
1648914321796,,,0,,,,,
1648914321802,,,,12.0390625,,,,
1648914321827,,,,,0,,,
1648914321833,,,,,,12.0703125,,
1648914321851,,,,,,,0,
1648914321858,,,,,,,,12.015625
1648914321891,0,,,,,,,
1648914321898,,12.078125,,,,,,
1648914321910,,,0,,,,,
1648914321919,,,,12.1015625,,,,
1648914321945,,,,,0,,,
1648914321951,,,,,,12.1015625,,
1648914321971,,,,,,,0,
1648914321979,,,,,,,,12.0625
1648914322011,0,,,,,,,
1648914322017,,12.109375,,,,,,
1648914322029,,,0,,,,,
1648914322038,,,,12.140625,,,,
1648914322059,,,,,0,,,
1648914322071,,,,,,12.1328125,,
1648914322090,,,,,,,0,
1648914322100,,,,,,,,12.0859375
1648914322131,0,,,,,,,
1648914322137,,12.1328125,,,,,,
1648914322148,,,0,,,,,
1648914322157,,,,12.15625,,,,
1648914322187,,,,,0,,,
1648914322193,,,,,,12.15625,,
1648914322213,,,,,,,0,
1648914322219,,,,,,,,12.109375
1648914322248,0,,,,,,,
1648914322254,,12.1484375,,,,,,
1648914322266,,,0,,,,,
1648914322275,,,,12.1640625,,,,
1648914322304,,,,,0,,,
1648914322310,,,,,,12.171875,,
1648914322330,,,,,,,0,
1648914322337,,,,,,,,12.125
1648914322363,0,,,,,,,
1648914322369,,12.15625,,,,,,
1648914322390,,,0,,,,,
1648914322396,,,,12.1875,,,,
1648914322422,,,,,0,,,
1648914322428,,,,,,12.1875,,
1648914322446,,,,,,,0,
1648914322454,,,,,,,,12.1328125
1648914322478,0,,,,,,,
1648914322484,,12.1640625,,,,,,
1648914322510,,,0,,,,,
1648914322515,,,,12.203125,,,,
1648914322539,,,,,0,,,
1648914322549,,,,,,12.203125,,
1648914322566,,,,,,,0,
1648914322577,,,,,,,,12.1484375
1648914322595,0,,,,,,,
1648914322601,,12.1875,,,,,,
1648914322628,,,0,,,,,
1648914322634,,,,12.21875,,,,
1648914322662,,,,,0,,,
1648914322671,,,,,,12.2109375,,
1648914322689,,,,,,,0,
1648914322698,,,,,,,,12.15625
1648914322710,0,,,,,,,
1648914322719,,12.1953125,,,,,,
